,State,Year,Quarter,District_name,Transaction_count,Transaction_amount
3324,delhi,2022,1,shahdara district,2196334,19161154403.811974
3325,delhi,2022,1,north east district,2196334,17814230282.345295
3326,delhi,2022,1,east district,2196334,19771730745.94047
3327,delhi,2022,1,north west district,2196334,28208907241.065834
3328,delhi,2022,1,north district,2196334,25099334230.75274
3329,delhi,2022,2,south district,2196334,21493188986.975037
3330,delhi,2022,2,central district,2196334,232911858055.08478
3331,delhi,2022,2,new delhi district,2196334,129418048270.15207
3332,delhi,2022,2,west district,2196334,50563146986.313255
3333,delhi,2022,2,south west district,2196334,26515960445.85206
3334,delhi,2022,2,south east delhi district,2196334,40564903164.264656
3335,delhi,2022,2,shahdara district,2196334,22195136725.333412
3336,delhi,2022,2,north east district,2196334,20477358374.155003
3337,delhi,2022,2,east district,2196334,23141432019.978474
3338,delhi,2022,2,north west district,2196334,33092543802.04011
3339,delhi,2022,2,north district,2196334,29482073628.067886
3340,delhi,2022,3,south district,2196334,21732528705.790974
3341,delhi,2022,3,central district,2196334,327191972497.86694
3342,delhi,2022,3,new delhi district,2196334,76558260276.67705
3343,delhi,2022,3,west district,2196334,52638495087.749954
3344,delhi,2022,3,south west district,2196334,26324661266.56318
3345,delhi,2022,3,south east delhi district,2196334,40627500625.401535
3346,delhi,2022,3,shahdara district,2196334,21361296110.510616
3347,delhi,2022,3,north east district,2196334,19808599331.163063
3348,delhi,2022,3,east district,2196334,28881717613.549664
3349,delhi,2022,3,north west district,2196334,32675014921.771603
3350,delhi,2022,3,north district,2196334,29812600679.071415
3351,delhi,2022,4,south district,2196334,23391855096.18752
3352,delhi,2022,4,central district,2196334,386107883617.53076
3353,delhi,2022,4,new delhi district,2196334,58157025088.38429
3354,delhi,2022,4,west district,2196334,56453476563.182175
3355,delhi,2022,4,south west district,2196334,28102930810.327362
3356,delhi,2022,4,south east delhi district,2196334,44231426531.24901
3357,delhi,2022,4,shahdara district,2196334,24438534174.92784
3358,delhi,2022,4,north east district,2196334,23377796053.16697
3359,delhi,2022,4,east district,2196334,33122093387.044395
3360,delhi,2022,4,north west district,2196334,35599171826.28781
3361,delhi,2022,4,north district,2196334,31932822870.2881
3362,delhi,2023,1,south district,2196334,37497668457.0
3363,delhi,2023,1,central district,2196334,81500812610.0
3364,delhi,2023,1,new delhi district,2196334,58799219994.0
3365,delhi,2023,1,west district,2196334,88637227473.0
3366,delhi,2023,1,south west district,2196334,45110662539.0
3367,delhi,2023,1,south east delhi district,2196334,72188090661.0
3368,delhi,2023,1,shahdara district,2196334,39855441084.0
3369,delhi,2023,1,north east district,2196334,37314879022.0
3370,delhi,2023,1,east district,2196334,39834690348.0
3371,delhi,2023,1,north west district,2196334,57664399598.0
3372,delhi,2023,1,north district,2196334,53000017794.0
3373,delhi,2023,2,south district,2196334,41499044092.0
3374,delhi,2023,2,central district,2196334,86092311109.0
3375,delhi,2023,2,new delhi district,2196334,64569798729.0
3376,delhi,2023,2,west district,2196334,95782240128.0
3377,delhi,2023,2,south west district,2196334,49688361980.0
3378,delhi,2023,2,south east delhi district,2196334,78214516249.0
3379,delhi,2023,2,shahdara district,2196334,41909976096.0
3380,delhi,2023,2,north east district,2196334,39076228438.0
3381,delhi,2023,2,east district,2196334,43552662240.0
3382,delhi,2023,2,north west district,2196334,63155058402.0
3383,delhi,2023,2,north district,2196334,58188318194.0
3384,goa,2018,1,north goa district,2196334,187108291.98525044
3385,goa,2018,1,south goa district,2196334,116748450.35783319
3386,goa,2018,2,north goa district,2196334,290814882.3594384
3387,goa,2018,2,south goa district,2196334,187788942.99917686
3388,goa,2018,3,north goa district,2196334,421264288.45388794
3389,goa,2018,3,south goa district,2196334,291902680.78434587
3390,goa,2018,4,north goa district,2196334,714879898.599603
3391,goa,2018,4,south goa district,2196334,438125180.3228017
3392,goa,2019,1,north goa district,2196334,940864352.317215
3393,goa,2019,1,south goa district,2196334,534459044.9593618
3394,goa,2019,2,north goa district,2196334,1020834861.8525429
3395,goa,2019,2,south goa district,2196334,571032241.535074
3396,goa,2019,3,north goa district,2196334,1293013307.2683113
3397,goa,2019,3,south goa district,2196334,707353884.2285295
3398,goa,2019,4,north goa district,2196334,1963621433.5422535
3399,goa,2019,4,south goa district,2196334,959838914.9572154
3400,goa,2020,1,north goa district,2196334,2374507200.865538
3401,goa,2020,1,south goa district,2196334,1035864031.0582265
3402,goa,2020,2,north goa district,2196334,1294651809.391935
3403,goa,2020,2,south goa district,2196334,888964620.6248364
3404,goa,2020,3,north goa district,2196334,2087621922.6831622
3405,goa,2020,3,south goa district,2196334,1280721658.2614956
3406,goa,2020,4,north goa district,2196334,4712001378.742861
3407,goa,2020,4,south goa district,2196334,2187791368.8370767
3408,goa,2021,1,north goa district,2196334,7119400649.563016
3409,goa,2021,1,south goa district,2196334,2637842229.458396
3410,goa,2021,2,north goa district,2196334,5391453884.873638
3411,goa,2021,2,south goa district,2196334,2621399702.202361
3412,goa,2021,3,north goa district,2196334,7042155411.60932
3413,goa,2021,3,south goa district,2196334,3436270181.327051
3414,goa,2021,4,north goa district,2196334,13467044827.548834
3415,goa,2021,4,south goa district,2196334,5160212288.32082
3416,goa,2022,1,north goa district,2196334,14075639843.882044
3417,goa,2022,1,south goa district,2196334,5740805558.964066
3418,goa,2022,2,north goa district,2196334,16484842033.028082
3419,goa,2022,2,south goa district,2196334,6388195726.492123
3420,goa,2022,3,north goa district,2196334,13076925808.314318
3421,goa,2022,3,south goa district,2196334,6497339467.392014
3422,goa,2022,4,north goa district,2196334,17268434371.99816
3423,goa,2022,4,south goa district,2196334,7656551999.340998
3424,goa,2023,1,north goa district,2196334,24505420924.0
3425,goa,2023,1,south goa district,2196334,10591544851.0
3426,goa,2023,2,north goa district,2196334,27042471683.0
3427,goa,2023,2,south goa district,2196334,11369735260.0
3428,gujarat,2018,1,anand district,2196334,181858557.89906442
3429,gujarat,2018,1,jamnagar district,2196334,166162325.33642912
3430,gujarat,2018,1,devbhumi dwarka district,2196334,38615229.59304487
3431,gujarat,2018,1,rajkot district,2196334,296803513.7880937
3432,gujarat,2018,1,aravallis district,2196334,41323327.901426904
3433,gujarat,2018,1,chhotaudepur district,2196334,13597431.644077772
3434,gujarat,2018,1,botad district,2196334,30496629.095891375
3435,gujarat,2018,1,bharuch district,2196334,249246117.13529772
3436,gujarat,2018,1,bhavnagar district,2196334,171495425.58982483
3437,gujarat,2018,1,junagadh district,2196334,69940293.0266568
3438,gujarat,2018,1,mahesana district,2196334,213031001.6165129
3439,gujarat,2018,1,the dangs district,2196334,4783138.826001479
3440,gujarat,2018,1,kheda district,2196334,94652160.87215446
3441,gujarat,2018,1,surat district,2196334,1346833710.5223997
3442,gujarat,2018,1,porbandar district,2196334,28254689.482644804
3443,gujarat,2018,1,gandhinagar district,2196334,318002413.6906459
3444,gujarat,2018,1,panch mahals district,2196334,65556534.78851059
3445,gujarat,2018,1,narmada district,2196334,15120948.428387363
3446,gujarat,2018,1,gir somnath district,2196334,50970540.98586127
3447,gujarat,2018,1,valsad district,2196334,191337866.46684927
3448,gujarat,2018,1,mahisagar district,2196334,24228879.819740117
3449,gujarat,2018,1,sabar kantha district,2196334,88114407.80209638
3450,gujarat,2018,1,tapi district,2196334,30555640.68796905
3451,gujarat,2018,1,vadodara district,2196334,604645570.2100984
3452,gujarat,2018,1,banas kantha district,2196334,197883270.2126429
3453,gujarat,2018,1,amreli district,2196334,75032118.59542929
3454,gujarat,2018,1,ahmadabad district,2196334,2153123692.1028624
3455,gujarat,2018,1,dohad district,2196334,45587112.10032356
3456,gujarat,2018,1,navsari district,2196334,229707588.71710333
3457,gujarat,2018,1,patan district,2196334,81974812.41577709
3458,gujarat,2018,1,kachchh district,2196334,316933354.7930958
3459,gujarat,2018,1,surendranagar district,2196334,71735564.99080022
3460,gujarat,2018,1,morbi district,2196334,70378385.89627899
3461,gujarat,2018,2,anand district,2196334,276029311.7785317
3462,gujarat,2018,2,jamnagar district,2196334,254032915.575365
3463,gujarat,2018,2,devbhumi dwarka district,2196334,60261359.43473798
3464,gujarat,2018,2,rajkot district,2196334,465751106.6448111
3465,gujarat,2018,2,aravallis district,2196334,79068918.37969582
3466,gujarat,2018,2,chhotaudepur district,2196334,23911236.19560639
3467,gujarat,2018,2,botad district,2196334,50785993.514899634
3468,gujarat,2018,2,bharuch district,2196334,428830769.63445514
3469,gujarat,2018,2,bhavnagar district,2196334,265850891.74358374
3470,gujarat,2018,2,junagadh district,2196334,100127668.88866127
3471,gujarat,2018,2,mahesana district,2196334,362586915.57954156
3472,gujarat,2018,2,the dangs district,2196334,8648152.66921072
3473,gujarat,2018,2,kheda district,2196334,159527232.77717692
3474,gujarat,2018,2,surat district,2196334,2189526110.381512
3475,gujarat,2018,2,porbandar district,2196334,41711067.45966727
3476,gujarat,2018,2,gandhinagar district,2196334,522133969.7111994
3477,gujarat,2018,2,panch mahals district,2196334,109582248.60360782
3478,gujarat,2018,2,narmada district,2196334,27318715.13639736
3479,gujarat,2018,2,gir somnath district,2196334,88369182.13478208
3480,gujarat,2018,2,valsad district,2196334,330877194.1001264
3481,gujarat,2018,2,mahisagar district,2196334,51572265.8950537
3482,gujarat,2018,2,sabar kantha district,2196334,166288136.40124303
3483,gujarat,2018,2,tapi district,2196334,49495860.353384465
3484,gujarat,2018,2,vadodara district,2196334,975136493.2075567
3485,gujarat,2018,2,banas kantha district,2196334,362168353.1498716
3486,gujarat,2018,2,amreli district,2196334,115377054.70731172
3487,gujarat,2018,2,ahmadabad district,2196334,3307127930.439745
3488,gujarat,2018,2,dohad district,2196334,75876261.77400178
3489,gujarat,2018,2,navsari district,2196334,335776476.8000446
3490,gujarat,2018,2,patan district,2196334,146904618.1339515
3491,gujarat,2018,2,kachchh district,2196334,494142161.98879945
3492,gujarat,2018,2,surendranagar district,2196334,123903699.15787673
3493,gujarat,2018,2,morbi district,2196334,113984499.28873283
3494,gujarat,2018,3,anand district,2196334,429055975.57140917
3495,gujarat,2018,3,jamnagar district,2196334,332432425.1878123
3496,gujarat,2018,3,devbhumi dwarka district,2196334,93593822.44966702
3497,gujarat,2018,3,rajkot district,2196334,650585707.9949487
3498,gujarat,2018,3,aravallis district,2196334,116101548.31975947
3499,gujarat,2018,3,chhotaudepur district,2196334,36129430.11672479
3500,gujarat,2018,3,botad district,2196334,102025353.5677173
3501,gujarat,2018,3,bharuch district,2196334,695864170.869137
3502,gujarat,2018,3,bhavnagar district,2196334,397576856.46584713
3503,gujarat,2018,3,junagadh district,2196334,122475986.0396744
3504,gujarat,2018,3,mahesana district,2196334,561504997.461841
3505,gujarat,2018,3,the dangs district,2196334,9424631.491985487
3506,gujarat,2018,3,kheda district,2196334,246457729.21617603
3507,gujarat,2018,3,surat district,2196334,3203734473.971199
3508,gujarat,2018,3,porbandar district,2196334,57638931.54277685
3509,gujarat,2018,3,gandhinagar district,2196334,791502891.3922588
3510,gujarat,2018,3,panch mahals district,2196334,163521220.9212614
3511,gujarat,2018,3,narmada district,2196334,40376011.08215976
3512,gujarat,2018,3,gir somnath district,2196334,129249889.99994646
3513,gujarat,2018,3,valsad district,2196334,511548024.0492444
3514,gujarat,2018,3,mahisagar district,2196334,54644809.422828116
3515,gujarat,2018,3,sabar kantha district,2196334,231377990.30344963
3516,gujarat,2018,3,tapi district,2196334,65631763.76663714
3517,gujarat,2018,3,vadodara district,2196334,1452835059.4761379
3518,gujarat,2018,3,banas kantha district,2196334,532922632.75609964
3519,gujarat,2018,3,amreli district,2196334,174828237.91726425
3520,gujarat,2018,3,ahmadabad district,2196334,4740981792.133425
3521,gujarat,2018,3,dohad district,2196334,111486621.62173408
3522,gujarat,2018,3,navsari district,2196334,444074057.64377546
3523,gujarat,2018,3,patan district,2196334,262983521.00512958
3524,gujarat,2018,3,kachchh district,2196334,764023467.8126487
3525,gujarat,2018,3,surendranagar district,2196334,167911866.77367234
3526,gujarat,2018,3,morbi district,2196334,171902527.9310693
3527,gujarat,2018,4,anand district,2196334,621490811.2507999
3528,gujarat,2018,4,jamnagar district,2196334,456876624.34410954
3529,gujarat,2018,4,devbhumi dwarka district,2196334,130226108.73706305
3530,gujarat,2018,4,rajkot district,2196334,879868564.9668198
3531,gujarat,2018,4,aravallis district,2196334,167858449.1970446
3532,gujarat,2018,4,chhotaudepur district,2196334,58265012.87716615
3533,gujarat,2018,4,botad district,2196334,118512861.02892525
3534,gujarat,2018,4,bharuch district,2196334,1036812125.2621627
3535,gujarat,2018,4,bhavnagar district,2196334,575505679.8186091
3536,gujarat,2018,4,junagadh district,2196334,187291563.97802573
3537,gujarat,2018,4,mahesana district,2196334,758586454.1320899
3538,gujarat,2018,4,the dangs district,2196334,15606240.627526935
3539,gujarat,2018,4,kheda district,2196334,339198462.57013136
3540,gujarat,2018,4,surat district,2196334,4270243993.924238
3541,gujarat,2018,4,porbandar district,2196334,81446556.1063475
3542,gujarat,2018,4,gandhinagar district,2196334,1143266870.1325016
3543,gujarat,2018,4,panch mahals district,2196334,242488493.74769223
3544,gujarat,2018,4,narmada district,2196334,67996133.59784442
3545,gujarat,2018,4,gir somnath district,2196334,188801796.29554066
3546,gujarat,2018,4,valsad district,2196334,753128666.5596428
3547,gujarat,2018,4,mahisagar district,2196334,97344184.68192157
3548,gujarat,2018,4,sabar kantha district,2196334,324435340.69529986
3549,gujarat,2018,4,tapi district,2196334,101456950.93813746
3550,gujarat,2018,4,vadodara district,2196334,2063816597.5452976
3551,gujarat,2018,4,banas kantha district,2196334,758278914.52389
3552,gujarat,2018,4,amreli district,2196334,264690195.61403865
3553,gujarat,2018,4,ahmadabad district,2196334,6515656157.237562
3554,gujarat,2018,4,dohad district,2196334,153961246.76764563
3555,gujarat,2018,4,navsari district,2196334,581253728.2501203
3556,gujarat,2018,4,patan district,2196334,312693116.5895891
3557,gujarat,2018,4,kachchh district,2196334,1068486738.7583004
3558,gujarat,2018,4,surendranagar district,2196334,237579417.08447012
3559,gujarat,2018,4,morbi district,2196334,257863044.94200054
3560,gujarat,2019,1,anand district,2196334,784555584.5080343
3561,gujarat,2019,1,jamnagar district,2196334,549291108.7887383
3562,gujarat,2019,1,devbhumi dwarka district,2196334,153486918.9480818
3563,gujarat,2019,1,rajkot district,2196334,1144098817.8193035
3564,gujarat,2019,1,aravallis district,2196334,204617220.15105847
3565,gujarat,2019,1,chhotaudepur district,2196334,69194916.05947445
3566,gujarat,2019,1,botad district,2196334,155914084.97123998
3567,gujarat,2019,1,bharuch district,2196334,1330716993.7382002
3568,gujarat,2019,1,bhavnagar district,2196334,696258524.4471675
3569,gujarat,2019,1,junagadh district,2196334,216800157.42993787
3570,gujarat,2019,1,mahesana district,2196334,1021313511.4526356
3571,gujarat,2019,1,the dangs district,2196334,18627644.29669226
3572,gujarat,2019,1,kheda district,2196334,445903742.8578031
3573,gujarat,2019,1,surat district,2196334,5664609103.880555
3574,gujarat,2019,1,porbandar district,2196334,101598902.70628664
3575,gujarat,2019,1,gandhinagar district,2196334,1559852035.3782334
3576,gujarat,2019,1,panch mahals district,2196334,301203291.8803916
3577,gujarat,2019,1,narmada district,2196334,85405632.81124759
3578,gujarat,2019,1,gir somnath district,2196334,226079479.8894506
3579,gujarat,2019,1,valsad district,2196334,983591069.6663814
3580,gujarat,2019,1,mahisagar district,2196334,118065255.3934778
3581,gujarat,2019,1,sabar kantha district,2196334,419328099.1049222
3582,gujarat,2019,1,tapi district,2196334,133128481.20662865
3583,gujarat,2019,1,vadodara district,2196334,2706612327.0766125
3584,gujarat,2019,1,banas kantha district,2196334,1054321489.3685758
3585,gujarat,2019,1,amreli district,2196334,276798873.9080144
3586,gujarat,2019,1,ahmadabad district,2196334,10956007756.562977
3587,gujarat,2019,1,dohad district,2196334,194577548.24536207
3588,gujarat,2019,1,navsari district,2196334,1853217634.4572105
3589,gujarat,2019,1,patan district,2196334,424462288.43225765
3590,gujarat,2019,1,kachchh district,2196334,1364193288.246049
3591,gujarat,2019,1,surendranagar district,2196334,311129095.2153812
3592,gujarat,2019,1,morbi district,2196334,331119429.57845145
3593,gujarat,2019,2,anand district,2196334,709119537.7817588
3594,gujarat,2019,2,jamnagar district,2196334,592164920.0962113
3595,gujarat,2019,2,devbhumi dwarka district,2196334,155560968.6583895
3596,gujarat,2019,2,rajkot district,2196334,1400871094.6495595
3597,gujarat,2019,2,aravallis district,2196334,227325626.31180274
3598,gujarat,2019,2,chhotaudepur district,2196334,84888446.62520267
3599,gujarat,2019,2,botad district,2196334,166584407.46578306
3600,gujarat,2019,2,bharuch district,2196334,1317325972.015126
3601,gujarat,2019,2,bhavnagar district,2196334,717336260.2716311
3602,gujarat,2019,2,junagadh district,2196334,240011002.85565147
3603,gujarat,2019,2,mahesana district,2196334,1095164063.6523905
3604,gujarat,2019,2,the dangs district,2196334,23073707.04186769
3605,gujarat,2019,2,kheda district,2196334,457968237.34213334
3606,gujarat,2019,2,surat district,2196334,6016899815.178611
3607,gujarat,2019,2,porbandar district,2196334,115280306.6010556
3608,gujarat,2019,2,gandhinagar district,2196334,1791763499.6818066
3609,gujarat,2019,2,panch mahals district,2196334,316294392.79472125
3610,gujarat,2019,2,narmada district,2196334,88669390.67203797
3611,gujarat,2019,2,gir somnath district,2196334,241920660.5921904
3612,gujarat,2019,2,valsad district,2196334,1022853264.5995276
3613,gujarat,2019,2,mahisagar district,2196334,141056088.12591818
3614,gujarat,2019,2,sabar kantha district,2196334,470262635.302694
3615,gujarat,2019,2,tapi district,2196334,143551067.8237598
3616,gujarat,2019,2,vadodara district,2196334,3251133813.8582134
3617,gujarat,2019,2,banas kantha district,2196334,1108185173.7200396
3618,gujarat,2019,2,amreli district,2196334,282379858.4829684
3619,gujarat,2019,2,ahmadabad district,2196334,19024891336.636116
3620,gujarat,2019,2,dohad district,2196334,209828791.75933334
3621,gujarat,2019,2,navsari district,2196334,5394071895.487188
3622,gujarat,2019,2,patan district,2196334,445014674.0740333
3623,gujarat,2019,2,kachchh district,2196334,1389719506.4029193
3624,gujarat,2019,2,surendranagar district,2196334,342155248.99469405
3625,gujarat,2019,2,morbi district,2196334,337289553.7122574
3626,gujarat,2019,3,anand district,2196334,948614191.2624347
3627,gujarat,2019,3,jamnagar district,2196334,678420908.0813576
3628,gujarat,2019,3,devbhumi dwarka district,2196334,187719710.83933586
3629,gujarat,2019,3,rajkot district,2196334,1587889777.799852
3630,gujarat,2019,3,aravallis district,2196334,262414303.98607105
3631,gujarat,2019,3,chhotaudepur district,2196334,92575348.45446932
3632,gujarat,2019,3,botad district,2196334,190049304.40128577
3633,gujarat,2019,3,bharuch district,2196334,1624510953.9967766
3634,gujarat,2019,3,bhavnagar district,2196334,857318691.0133656
3635,gujarat,2019,3,junagadh district,2196334,276244464.0126623
3636,gujarat,2019,3,mahesana district,2196334,1334187013.0348892
3637,gujarat,2019,3,the dangs district,2196334,28637120.169418044
3638,gujarat,2019,3,kheda district,2196334,600186021.9814049
3639,gujarat,2019,3,surat district,2196334,7371726681.306206
3640,gujarat,2019,3,porbandar district,2196334,131391520.3156455
3641,gujarat,2019,3,gandhinagar district,2196334,2359920414.1180134
3642,gujarat,2019,3,panch mahals district,2196334,372599835.77697986
3643,gujarat,2019,3,narmada district,2196334,108815184.7037895
3644,gujarat,2019,3,gir somnath district,2196334,268990041.70831114
3645,gujarat,2019,3,valsad district,2196334,1217502133.5696769
3646,gujarat,2019,3,mahisagar district,2196334,147734027.57601643
3647,gujarat,2019,3,sabar kantha district,2196334,565151924.857582
3648,gujarat,2019,3,tapi district,2196334,453273908.54554343
3649,gujarat,2019,3,vadodara district,2196334,3950547763.5697803
3650,gujarat,2019,3,banas kantha district,2196334,1343558301.6357625
3651,gujarat,2019,3,amreli district,2196334,317090850.83197737
3652,gujarat,2019,3,ahmadabad district,2196334,23081622347.556786
3653,gujarat,2019,3,dohad district,2196334,238896149.70514202
3654,gujarat,2019,3,navsari district,2196334,5936350631.711407
3655,gujarat,2019,3,patan district,2196334,531383276.76570946
3656,gujarat,2019,3,kachchh district,2196334,1601375840.5830657
3657,gujarat,2019,3,surendranagar district,2196334,397315411.7410712
3658,gujarat,2019,3,morbi district,2196334,398680908.6562626
3659,gujarat,2019,4,anand district,2196334,1236581489.6519775
3660,gujarat,2019,4,jamnagar district,2196334,886972036.7121593
3661,gujarat,2019,4,devbhumi dwarka district,2196334,260447399.14664584
3662,gujarat,2019,4,rajkot district,2196334,2127782298.9078345
3663,gujarat,2019,4,aravallis district,2196334,392592973.64206874
3664,gujarat,2019,4,chhotaudepur district,2196334,134517377.84686953
3665,gujarat,2019,4,botad district,2196334,283393816.3452396
3666,gujarat,2019,4,bharuch district,2196334,2217755667.5707374
3667,gujarat,2019,4,bhavnagar district,2196334,1243923188.7559557
3668,gujarat,2019,4,junagadh district,2196334,403818838.9044242
3669,gujarat,2019,4,mahesana district,2196334,1805374816.0740204
3670,gujarat,2019,4,the dangs district,2196334,41820330.86439365
3671,gujarat,2019,4,kheda district,2196334,786099096.2562544
3672,gujarat,2019,4,surat district,2196334,9432189653.21497
3673,gujarat,2019,4,porbandar district,2196334,176788698.8012622
3674,gujarat,2019,4,gandhinagar district,2196334,2917516449.8289948
3675,gujarat,2019,4,panch mahals district,2196334,502433000.8460094
3676,gujarat,2019,4,narmada district,2196334,166344819.91780126
3677,gujarat,2019,4,gir somnath district,2196334,413778689.95447534
3678,gujarat,2019,4,valsad district,2196334,1666399666.2330923
3679,gujarat,2019,4,mahisagar district,2196334,213139955.09822798
3680,gujarat,2019,4,sabar kantha district,2196334,825447358.0033605
3681,gujarat,2019,4,tapi district,2196334,246612300.12495482
3682,gujarat,2019,4,vadodara district,2196334,5087285259.821402
3683,gujarat,2019,4,banas kantha district,2196334,1918665318.491047
3684,gujarat,2019,4,amreli district,2196334,508142052.510342
3685,gujarat,2019,4,ahmadabad district,2196334,29657904578.49414
3686,gujarat,2019,4,dohad district,2196334,342066810.7207962
3687,gujarat,2019,4,navsari district,2196334,6831783124.753632
3688,gujarat,2019,4,patan district,2196334,738645250.6057601
3689,gujarat,2019,4,kachchh district,2196334,2070890492.2085972
3690,gujarat,2019,4,surendranagar district,2196334,570428007.4862839
3691,gujarat,2019,4,morbi district,2196334,583121237.1199065
3692,gujarat,2020,1,anand district,2196334,1492005921.358044
3693,gujarat,2020,1,jamnagar district,2196334,888291211.3069444
3694,gujarat,2020,1,devbhumi dwarka district,2196334,298422205.49491847
3695,gujarat,2020,1,rajkot district,2196334,2664972202.0377035
3696,gujarat,2020,1,aravallis district,2196334,547983260.2568257
3697,gujarat,2020,1,chhotaudepur district,2196334,169035450.37507114
3698,gujarat,2020,1,botad district,2196334,320202835.47257966
3699,gujarat,2020,1,bharuch district,2196334,2487359207.974853
3700,gujarat,2020,1,bhavnagar district,2196334,1568995164.3641589
3701,gujarat,2020,1,junagadh district,2196334,460302222.98997164
3702,gujarat,2020,1,mahesana district,2196334,2067093335.3061204
3703,gujarat,2020,1,the dangs district,2196334,49248105.103593506
3704,gujarat,2020,1,kheda district,2196334,955217779.7992296
3705,gujarat,2020,1,surat district,2196334,13770083573.568459
3706,gujarat,2020,1,porbandar district,2196334,201808374.9385136
3707,gujarat,2020,1,gandhinagar district,2196334,3378567424.980505
3708,gujarat,2020,1,panch mahals district,2196334,704353748.9369581
3709,gujarat,2020,1,narmada district,2196334,192670611.26835415
3710,gujarat,2020,1,gir somnath district,2196334,492504287.9957706
3711,gujarat,2020,1,valsad district,2196334,2197272850.2289653
3712,gujarat,2020,1,mahisagar district,2196334,257181105.77228773
3713,gujarat,2020,1,sabar kantha district,2196334,998959107.0451574
3714,gujarat,2020,1,tapi district,2196334,303751079.8885932
3715,gujarat,2020,1,vadodara district,2196334,5791008308.342354
3716,gujarat,2020,1,banas kantha district,2196334,2718891067.533261
3717,gujarat,2020,1,amreli district,2196334,539247006.6461108
3718,gujarat,2020,1,ahmadabad district,2196334,35559467147.63747
3719,gujarat,2020,1,dohad district,2196334,449704484.81976056
3720,gujarat,2020,1,navsari district,2196334,632587167.9854003
3721,gujarat,2020,1,patan district,2196334,871002993.2617927
3722,gujarat,2020,1,kachchh district,2196334,2617080218.9794
3723,gujarat,2020,1,surendranagar district,2196334,680689639.4884843
3724,gujarat,2020,1,morbi district,2196334,669117520.7466867
3725,gujarat,2020,2,anand district,2196334,1293524620.6371698
3726,gujarat,2020,2,jamnagar district,2196334,945318108.7687567
3727,gujarat,2020,2,devbhumi dwarka district,2196334,320029310.6632272
3728,gujarat,2020,2,rajkot district,2196334,2344811087.112481
3729,gujarat,2020,2,aravallis district,2196334,680449750.2216419
3730,gujarat,2020,2,chhotaudepur district,2196334,212139861.26010585
3731,gujarat,2020,2,botad district,2196334,471813971.54553103
3732,gujarat,2020,2,bharuch district,2196334,2438983130.5949507
3733,gujarat,2020,2,bhavnagar district,2196334,1886223855.2019415
3734,gujarat,2020,2,junagadh district,2196334,572516201.7822087
3735,gujarat,2020,2,mahesana district,2196334,2300168470.716814
3736,gujarat,2020,2,the dangs district,2196334,62273325.90559709
3737,gujarat,2020,2,kheda district,2196334,1018713290.4668504
3738,gujarat,2020,2,surat district,2196334,9378177062.809792
3739,gujarat,2020,2,porbandar district,2196334,226224267.28940976
3740,gujarat,2020,2,gandhinagar district,2196334,2913004123.5804567
3741,gujarat,2020,2,panch mahals district,2196334,752539616.4419664
3742,gujarat,2020,2,narmada district,2196334,226204689.1999839
3743,gujarat,2020,2,gir somnath district,2196334,683771357.3293531
3744,gujarat,2020,2,valsad district,2196334,2040840946.3210487
3745,gujarat,2020,2,mahisagar district,2196334,374445950.708864
3746,gujarat,2020,2,sabar kantha district,2196334,1232845328.7457933
3747,gujarat,2020,2,tapi district,2196334,365909712.10364485
3748,gujarat,2020,2,vadodara district,2196334,4621695376.570124
3749,gujarat,2020,2,banas kantha district,2196334,3107051803.537753
3750,gujarat,2020,2,amreli district,2196334,809297901.4588158
3751,gujarat,2020,2,ahmadabad district,2196334,32731896547.150333
3752,gujarat,2020,2,dohad district,2196334,634462423.0372827
3753,gujarat,2020,2,navsari district,2196334,658697480.6239362
3754,gujarat,2020,2,patan district,2196334,1054601004.9152005
3755,gujarat,2020,2,kachchh district,2196334,2663558233.3213134
3756,gujarat,2020,2,surendranagar district,2196334,802465025.0907189
3757,gujarat,2020,2,morbi district,2196334,563192524.3777897
3758,gujarat,2020,3,anand district,2196334,1753944278.7492592
3759,gujarat,2020,3,jamnagar district,2196334,1254572556.7632065
3760,gujarat,2020,3,devbhumi dwarka district,2196334,383470640.91771644
3761,gujarat,2020,3,rajkot district,2196334,2995153084.6346493
3762,gujarat,2020,3,aravallis district,2196334,829207912.975971
3763,gujarat,2020,3,chhotaudepur district,2196334,257637246.1237919
3764,gujarat,2020,3,botad district,2196334,531013247.42391574
3765,gujarat,2020,3,bharuch district,2196334,3492190237.8492537
3766,gujarat,2020,3,bhavnagar district,2196334,2274620368.6960626
3767,gujarat,2020,3,junagadh district,2196334,798846723.6356487
3768,gujarat,2020,3,mahesana district,2196334,3469191791.4686623
3769,gujarat,2020,3,the dangs district,2196334,71541218.6802228
3770,gujarat,2020,3,kheda district,2196334,1355999687.4186165
3771,gujarat,2020,3,surat district,2196334,14667802723.390911
3772,gujarat,2020,3,porbandar district,2196334,291516188.3579706
3773,gujarat,2020,3,gandhinagar district,2196334,4509986129.973013
3774,gujarat,2020,3,panch mahals district,2196334,1108852900.8189397
3775,gujarat,2020,3,narmada district,2196334,281090742.71599275
3776,gujarat,2020,3,gir somnath district,2196334,926514793.7373261
3777,gujarat,2020,3,valsad district,2196334,2801506603.4157205
3778,gujarat,2020,3,mahisagar district,2196334,410598224.914323
3779,gujarat,2020,3,sabar kantha district,2196334,1639580053.3462
3780,gujarat,2020,3,tapi district,2196334,640774933.3223717
